Entry Name,Entry Type,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Web Link,Web Link
2003 Mercedes SLK - Ignition housing repair / steering lock repair (2),Item,S0FDOT7488,,,,,,,,1.0,units,,,0.0,"2003 Mercedes SLK - Ignition housing repair / steering lock repair

For more details see 04 model",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_xJrwXhAMz943NhZ3qAubOX9hmv1XnUvMdi5AzvdR0LywQrFPUHCe5g==,https://lnk.sortly.co/v2/downloads/photo/v2_sNpA8OTsYEn5ZtYq7DymFV2qJoxoGJ6p7rx287OZyvq-_2QeyravsQ==,https://lnk.sortly.co/v2/downloads/photo/v2_o0jMU8qkmQ-Z4Kdh8gBLCPd2capap0Q2933FUuTh74o_ljEPl92fIA==,https://lnk.sortly.co/v2/downloads/photo/v2_Gi6Hx1Temqysi5hH5047dfPNfR7ArkIcZwKJ90Sd26bEFF6E6GVHzA==,https://lnk.sortly.co/v2/downloads/photo/v2_q4yVxa0sGsi7PVYOChght9fklHEMFjEWmYVGe0uy6y_x_4KEBC8e8A==,https://lnk.sortly.co/v2/downloads/photo/v2_KHWc4-iv2S6Q3n47ya0fK3re9dG61h8ijs3kYSfbDdMZd3vB7rXVug==,https://lnk.sortly.co/v2/downloads/photo/v2_SXvrh7AdHvpfZXBSerXTVR60CUWgQgsWNrj11-1FM6-3XKD_gzXeTQ==,https://lnk.sortly.co/v2/downloads/photo/v2_l0cOupT3mmbf2Glsv_1ZblYjR4PwuWOjbOd2arTuhWelE18qPESvZA==,,
2004 Mercedes C230 - W209,Item,S0FDOT3818,,,,,,,,1.0,units,,,0.0,"2004 Mercedes C230 - W209. Access through the radio like cuban’s car.
These are tricky, jiggle them out cared not to need to break anything.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_t7hW2fpZe8jaYIDSH8O6hJuURifhtp23Rqrwwgcao8imMhUTlr6Wxg==,https://lnk.sortly.co/v2/downloads/photo/v2_O4-RS6dw-tGhzRacxdjC05CsyjSaB3CNpSNpqv2pIIfzVpNUvP9urQ==,https://lnk.sortly.co/v2/downloads/photo/v2_9iV5orrbCfpgSSUKIQH1Os16vGHb7ytwjCEYVrUdmSljo4tjr0xvNg==,,,,,,,
2004 Mercedes C240 AKL,Item,S0FDOT6327,,,,,,,,1.0,units,,,0.0,"2004 Mercedes C240 - AKL. Try OBD first like 03’. If fails - remove cluster, drill to access bracket screw, free up bracket & ignition will come out from underneath. 

Technically should be possible also by tearing an opening between EIS and radio area.",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2004 Mercedes C320,Item,S0FDOT3893,,,,,,,,1.0,units,,,0.0,"2004 Mercedes C320 - Cust key got wet and worked intermittently. 

Two EIS types: 
W211 HC12 
W211 ST12
Each has its own unique EZS adapter. 

Was W211 HC12 on EZS adapter, Called as add a key. Couldn’t add via OBD with customer’s Brocken key so treated as AKL. 

Removal via radio. See 2004 Mercedes C230.

Could probably remove cluster to remove blocking bracket and go this way too.. but I think you’ll need special cluster cover removal tool. 

VV Prog:
Immo 
Benz
W211 HC12 Adapter

Provide 12V to VVProg 

Read and save 

WiFi 
VV MB
File key make 
Load file 
Proceed as normal. 

Cust key looked like the old style and ignition won’t turn if key not recognized - that means K - line - most likely can’t add key via OBD.",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2004 Mercedes C320 AKL,Item,S0FDOT6437,,,,,,,,1.0,units,,,0.0,"2004 Mercedes C320 - AKL. Cust mailed us his EIS.

Two EIS types: 
W211 HC12 
W211 ST12
Each has its own unique EZS adapter. 

Was W211 ST12 on EZS adapter.

VV Prog:
Immo 
Benz
W211 ST12 Adapter

Provide 12V to VVProg 

Read and save 

WiFi 
VV MB
File key make 
Load file 
Proceed as normal.",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2004 Mercedes E320 (No success - Theoretical only),Item,S0FDOT7817,,,,,,,,1.0,units,,,0.0,"2004 Mercedes E320
No start, remote works. 
Job not completed. 
Diagnostics log. 
We recommended replacing ign.
Cust wanted to think about it. 
EIS won’t respond to key.
Happened after mechanic worked on it. 
EIS W211 ST12
VVDI mb, VVDI Prog, EZS set 

Our diagnostics findings: 

VVDI mb identifies cust key. 

Wouldn’t read EIS data via IR 

Plug N play emulators (both i7963 and D5181) did not solve the problem.  

Ignition won’t turn on ZedFull test kit 

New key (100% programmed correctly) won’t turn ign on ZedFull test kit. 

No red light on the new key when introduced on ZedFull test kit. 

Removal of EIS: 
Comes out from underneath
Requires cluster removal 
1 torx screw behind cluster 
Free up the bracket 
Remove bracket from underneath 

Making a key:
EIS on W211 ST12 EZS adapter 
VVDI Prog
12V to VVDI Prog 
Immobilizer 
Benz
EIZ-W211-ST12(adapter)
Read, verify, save 

VVDI mb 
Prepare key file
Load file. 
Proceed as normal 
(As mentioned EIS didn’t respond to our key, pending to order new EIS and write this eeprom on it). 

We concluded EIS gotta be defective and not receiving IR as it should",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2004 Mercedes E320 W211,Item,S0FDOT8760,,,,,,,,1.0,units,,,0.0,"2004 Mercedes E320 - W211
Was W211 ST12.

Either use IM100. 

(We did this👇🏻)
Or remove EIS by removing bracket behind cluster with a tiny ratchet and a torx bit. 

EIS will then be accessible to remove from underneath.

EIS read with EZS W211 ST12 adapter.
VVDI Prog 
Immobilizer
Benz
W211 ST12 (adapter)
Provide 12V to Prog 

Read eeprom & save 
VVDI MB
Prepare key file 
Load eeprom 
Proceed as normal.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_qyU17YrsDIRHUX1j9F_sflPT2twLFMTxLfBIeEu8lkACyzn1GUFwFw==,https://lnk.sortly.co/v2/downloads/photo/v2_Zr-8fgpOvHxYFf-iKa-BF9P7fNf783Izj0ZNjIsVEa2kGIzJ1aW5qg==,https://lnk.sortly.co/v2/downloads/photo/v2_FzrX-U5w_8uvtH91Xoa5ilmWVXDmgvg5UMIj5FwjTwab9144na5E1w==,,,,,,,
2004 Mercedes M-CLASS ML500 AKL Keyed OBD w MBK,Item,S0FDOT9357,,,,,,,,1.0,units,,,0.0,"1998 Mercedes M-CLASS ML320 AKL Keyed
W163. HU64 shell & lishi + chip ID44 with SPECIAL GENERATION. 
We created the chip with KTP (can also be done with MKT see in other db)

KTP 
Generate Transponder 
ID33~ID44 
Mercedes Banz ML-7930 
(chip vvdi xt27 pfc7930 pfc7931 pfc795)
Generate using chip ID44 (phillips44)

Chip key made 
OBD with MBKeyMaker. (MBK).

Laptop & MBK connected 
Ignition ON with shell (chip in mbk coil)
Open MBK software 
ML keymaker 
Auto-detect > Connect
Ok

(If says “no AAM found you have a low battery, all lights on the cluster should be on with a good battery) 

Good connection will show us which keys are “used” from 1-8

Read key number 
“Insert key….” Ok

“No valid key” shows in green - means it’s virgin

“Connect” again 

Select an open slot 1-8 

Chip in MBK slot 
Program PCF
“Insert….” Ok
""Ok"" message means success. 

Start the car to test chip",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_J7l1AwyF0oL7gKN7zc6bIR-85o4spK8Sr_kmwKIWxwQPt29F2UerQQ==,https://lnk.sortly.co/v2/downloads/photo/v2_Y0E58R7XJuhXmUaaXOtwoadUV96tKDw5fytIZ0gulDaVkvxrxyH-mA==,https://lnk.sortly.co/v2/downloads/photo/v2_hJhcMqVO3XTeIkYjq_DYL7OSEsLKpZ-SJQOpgtvm_E-DDd99WahLIQ==,https://lnk.sortly.co/v2/downloads/photo/v2_0guNWeGlVVFpq8oFlG5U8TcYY77BPKEn8cRWGy_BTJ9OqamV9w0KUQ==,https://lnk.sortly.co/v2/downloads/photo/v2_jRQwKZPfQ7KICn5NWORw9qXF26g_cFiGrgnKiX9vfoWPyp4fiGTxdA==,,,,,
2004 Mercedes S430 - AKL Fobik,Item,S0FDOT7038,,,,,,,,1.0,units,,,0.0,"2004 Mercedes S430 - AKL Fobik
W215 on case, W220 4J74Y on PCB, 2 large MCUs. Easy access via AC vent. 

Solder 7 wires. Cable V3. Diagram V1 (out of 2 diagrams). 

No need EIS data - after reading eeprom from EIS we will go straight to prepare key file. (EEPROM contains EIS data with password already).

EIS access through AC vents. They have 2 hidden screws on top then don’t use force. 
See images. 

After EIS in hand, open it and check out the box shaped PCB.
I identified 4J47Y Mask and matched the PCB with a diagram under: 
 
VVProg. 
Immo 
Benz 
EIS-W220(W215)(4J47Y)

Note: there are 2 diagrams.
V1 and V2. This was V1. 

It’s ok to not have V2 reflash cable, use V3 cable. 
No need to remove resistor on cable V3 as instructed on diagram for cable V2.

Supply 12V to VVDI Prog

Read & save EIS data. 
VVMB
File key make 
Load EIS DATA
Select desired key files and V51
Read write key 
Load key file 
Write 
Boom",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_iihuKjA15yJ1sKtFKeBDLQWvMMVlpOHNnkfUP_jrsbs78XX5WAYPIw==,https://lnk.sortly.co/v2/downloads/photo/v2_q5qkUrLvEnbQU84n0NRMzka5Kl1IH_r4ScSz4uDSamSQbt442zSSdA==,https://lnk.sortly.co/v2/downloads/photo/v2_jjVxUiMHi2tK2O2AvV5FTm3YkprsEf1SefxYlt2ou_pJeefc1j4peA==,https://lnk.sortly.co/v2/downloads/photo/v2_xFHRsFBhn41al42Jp1xgRItFJeDbv2FTd95O8FXcfJbV7esefNAeAA==,,,,,,
2004 Mercedes S430 - W215.,Item,S0FDOT3926,,,,,,,,1.0,units,,,0.0,"2004 Mercedes S430 - W215. Super easy removal via ac vents like the previous W215 we did. Different mask - 1L85D. Read via 2nd generation adapter. 
VVDI Prog
Select => immo-benz-EIZ-W220-ST12(adapter).
read & save EIS Data.

Use EIS Data + VVDI MB to create key files (via ""file key make"").",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2004 Mercedes S500 - AKL,Item,S0FDOT3263,,,,,,,,1.0,units,,,0.0,"Says on EIS W220. 
We chose W215 on Prog. 
Easy access via AC vent.

First read EIS data via IR.
It’ll have you remove & insert IR 7-10 times. 

If battery is dead you can connect jumper cables to a hook up by passenger legs, underneath the carpet. See image. 

Done on EZS adapter W215. 
Easy job. 

Open EIS casing 
Identify type by look. 

VVDI Prog 
EIZ-W215-ST12(adapter)
Provide 12V to VVDI Prog 
Read verify & save. 

VVDI MB 
File key make
Proceed as normal.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_tNlBVPtGFqEZlHL-WcPTDbq6wjYg_w_Qa0ZO0cUax8f7yVHiHHT1IQ==,https://lnk.sortly.co/v2/downloads/photo/v2_Nbo0WviTfd4zT-gNI73lECC0qhPelRruchHWQC6S21zTiXXUf6IrlA==,https://lnk.sortly.co/v2/downloads/photo/v2_va6XFwUrQLp35wI_-Iym35Be1WFXmU4ps_vw0TnanUsO-zB9B5efaQ==,https://lnk.sortly.co/v2/downloads/photo/v2_Kh640puimjtdFeWtQoFB22oLDxvPjLPr6tknrMr5PnfadWwXUwE4wg==,https://lnk.sortly.co/v2/downloads/photo/v2_zsF-T_2F74_auI7yvnhopyE4R1cGuT936DzdydoSHa9Q0g_A6ong3g==,https://lnk.sortly.co/v2/downloads/photo/v2_5bB6VmzU000h01WC7vzN9YZc9Io1ucLCJAAK8JeRGj8HqFyPPbZ2eg==,,,,
2004 Mercedes S500 AKL Fobik,Item,S0FDOT7646,,,,,,,,1.0,units,,,0.0,"2004 Mercedes S500 AKL Fobik
W215 (220) system
VVDIPROG + VVDIMB.

Easy EIS access via AC vents. They have 2 hidden screws on top then don’t use force. 
Open EIS and check out MASK on large 64 legs MCU. 

VVProg
Immobilizer 
Benz
EIS-W220 (W215) (in this case 4J74Y) 

2 versions of the diagram
V1 and V2 look carefully to determine which is yours.
See image for the differences between V1 and V2.

This case was V1. (see image for connection diagram using V3 cable) 
No need to supply 12V!

Read & save EIS data. 
VVMB
Prepare File key 
Load EIS DATA
Uncheck all used slots 
Ensure only V051 is selected
Press ""Prepare Key File"" 
Save 
Create a new folder AK (""available keys"") 
Save all the rest of the keys you are not going to use.

New Fobik in VVDIMB
Read Write Key 
Identification Key
Load key file 
Write 
Done",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_7C5NpwX5rxkajikUbjRTYwb5dkA_WuSOItWzzISmiesC-INBEAZ8tA==,https://lnk.sortly.co/v2/downloads/photo/v2_lJf0cqcxutHcDHofljl_fU5ZF-a8b78rH69_YtW60--H8Dcq2LZOGw==,https://lnk.sortly.co/v2/downloads/photo/v2_ZnCmvwwfzC0QyYbPPjhLxSl4IcD2WTQJxQ_EGLQ3E09r707_TBiU5A==,https://lnk.sortly.co/v2/downloads/photo/v2_2hMRR8Qy1uGOdFTnAKXNrE2aau58VvWdn8pNXJehay6qP-upsJOssQ==,https://lnk.sortly.co/v2/downloads/photo/v2_FzQ0nuFRKgLuaGzCpH_ltdgZfn36ZY-OEEOEBjELWiSbf1VlUHUF5A==,,,,,
2004 Mercedes SL500 - AKL Fobik,Item,S0FDOT7923,,,,,,,,1.0,units,,,0.0,"2004 Mercedes SL500 - AKL Fobik
Fobik. IM100 can’t OBD.
W230. Easy access via cluster.

(Reminder: when reading EIS by soldering  we don’t need to calculate password - we skip to prepare key file section.)

Remove cluster & EIS.
See images. 
Open EIS case, check the PCB.
I identified 2 masks 
Both were 4J47Y 
Matched the PCB with diagram under: 
 
VVProg. 
Immo 
Benz 
EIS-W230(W215)(4J47Y)

Note: there are 2 diagrams.
V1 and V2. This was V1. 
Solder 7 wires 
Use cable V3
Supply 12V to VVDI Prog

Read verify & save EIS data. 
VVMB
File key make 
Load EIS DATA
Select desired key files and V51
Read write key 
Load key file 
Write 
Boom",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_K6C1Y0f5yIPS8nXLjA9Uswk_zLgs1nWCXqQlCqPmroyylQy74ZQozQ==,https://lnk.sortly.co/v2/downloads/photo/v2_ifozh4rcnxbN_9DX1B1fzFNNrJW5JT_A_eTqO8ZKhaPnSr68rVPz3g==,https://lnk.sortly.co/v2/downloads/photo/v2_GVIYAbROkhMnxAwOrhA5MJRp2QmRczG4PD1tRSLkxT8MQxGovjmasA==,https://lnk.sortly.co/v2/downloads/photo/v2_2lmypbrdnvbbOJSEicsyAR7mj6j7I8YP2tXmvtnCmsZ-NMk4c5c45g==,https://lnk.sortly.co/v2/downloads/photo/v2_w1DjEPibEhICA-58_mTAJyf23JLZLmXr1znOxZyQqUdv4CXMZGk5RA==,,,,,
2004 Mercedes SLK - Ignition housing repair,Item,S0FDOT6928,,,,,,,,1.0,units,,,0.0,"2004 Mercedes SLK - Ignition housing repair
(See images)",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_-1Fizx12eYtsFkBWRYbfJfeSanmms1S4TRYOKtSOb_sMDEc9Zs50ig==,https://lnk.sortly.co/v2/downloads/photo/v2_Q3wEtC7H0cZN-iu2Z8_VP3GUtbMfHz6PV_gEnNnLm6-mJOAvMv5paQ==,,,,,,,,
2004 Mercedes SLK320 - Add flip. ID44 / 7935. HU64,Item,S0FDOT4843,,,,,,,,1.0,units,,,0.0,"2004 Mercedes SLK320 - Add flip. ID44 / 7935. HU64
Cust had fully working flip, 
(Imperative for this process). 

New KR55 red box.
Start software 
Select SLK R170 
Select 2000-2004
Scan remote 
Press any button on remote 
1-8 slot show 

Showed slot #2 for customer’s flip   

Selected empty slot #3
Place new flip in center slot 

Flip blade button seats on its designated notch 
(Flip won’t go fully in slot)

Press program remote 
Hold unlock 4-5 sec 
Success message 
Click verify 
Press unlock again 
“Ok” message received 
Leave new flip in slot 
Click “program PCF”
Wait 10-15 sec 
Engine sound = success 

Go to car test remote. 
If not immediately working (like this case) => 

1. press 5-6 fast on UNLOCK close to ignition
2. Put the new key ON
3. Press 5-6 fast on UNLOCK while key is ON 
4. Remove key & test remote 

Remote works, now test chip / start the car.",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
"2004 Mercedes SLK320 Add a key, Keyed",Item,S0FDOT6810,,,,,,,,1.0,units,,,0.0,"2004 Mercedes SLK320 Add a key, Keyed
Add flip. ID44 / 7935. HU64
Cust had fully working flip, 
(Imperative for this process). 

New KR55 red box.
Start software 
Select SLK R170 
Select 2000-2004
Scan remote 
Press any button on remote 
1-8 slot show 

Showed slot #2 for customer’s flip   

Selected empty slot #3
Place new flip in center slot 

Flip blade button seats on its designated notch 
(Flip won’t go fully in slot)

Press program remote 
Hold unlock 4-5 sec 
Success message 
Click verify 
Press unlock again 
“Ok” message received 
Leave new flip in slot 
Click “program PCF”
Wait 10-15 sec 
Engine sound = success 

Go to car test remote. 
If not immediately working (like this case) => 

Remote works, now test chip / start the car",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2004 Mercedes Sprinter - AKL Keyed,Item,S0FDOT3343,,,,,,,,1.0,units,,,0.0,"EEPROM. Immo box behind cluster. Relatively simply removal. 
Super chip on used slot.
VVDI Prog + VVDI2. 
Cable V3, 6 wires. 

VVDI2 
Transponder programmer 
Immo data tool 
Euro 
Mercedes Benz 
Car - Sprinter 
68HC

IMPORTANT NOTE
Probably since this was an actual Mercedes it needed a LONGER blade UHS item #3377. Standard short blade YM15 wouldn’t work (unless heavily modified). 
Select MB15 on S9 to cut it. 
Sight read customer test key turned out most accurate. 

Lishi YM15 picks this locks but per Zack did not suffice to correctly read it due to being too short. Although Matt did not yet authenticate the inefficiency of this lishi - KEEP THAT IN MIND WHEN QUOTING AKL without a working blank.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_4XEV21X9ehCj3Hph4QXGVwU2FWevroYalBYc6XZtAG3rIjZBfY035A==,,,,,,,,,
2005 - 2009 Mercedes R class,Item,S0FDOT3556,,,,,,,,1.0,units,,,0.0,"2005 - 2009 Mercedes R class EIS removal - only remove center AC piece, unscrew EIS front facecap, than reach out with hand.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_aHnw4_UVfTpQwZr_27O1d14m5_bzxQxXsfAFRNixnRR36ixsV4PxMg==,,,,,,,,,
2005 Mercedes Benz CL500 Trunk Lockout,Item,S0FDOT7006,,,,,,,,1.0,units,,,0.0,"2005 Mercedes Benz CL500 Trunk Lockout
Lockout was needed due to dead battery. 
Jumper cables hook up under glove box area. 
Picture bellow",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_I0eGwDF5_adj0QuX2HE2FZTJO5zyi9VTbMatd5i_u77M0HIRmdrESA==,https://lnk.sortly.co/v2/downloads/photo/v2_0kKD8cZ_1BiqBkVlesymCmKugmqkz9QnJoJQrIjUABksw0SPD6_ghg==,,,,,,,,
2005 Mercedes C230,Item,S0FDOT6409,,,,,,,,1.0,units,,,0.0,"2005 Mercedes C230 - W209. 
Done via removing cluster & drilling to reveal screw for bracket. (HOWEVER best to come ready with a properly charged IM100 and complete OBD. ELV is the easily acceptable white plug.)

VVDI Prog & VVDI MB method: 
(Failed to calculate pass OBD).

Remove cluster plastic frame carefully (unsnaps). 

On a similar different model I pulled directly outward rolling lever on left side to unsnap it BUT didn’t need to do it here. 

Both sides of cluster have clips - lift them up and pull cluster out. 

Disconnect single white cluster plug
. 
Drill hole on right black plastic to reveal 10mm bolt. Removing the bolt loosen the bracket but didn’t help much as the top of the bracket was built in a way that it couldn’t slide down. I had to use a small hole saw to cut off the bracket.

(Optimal: Remove plastic cover above pedals. To remove the red trunk release feature simply remove 1 small Phillips screw and pull it out through its hole.)

MUST bend hard the plastic piece of crap component that blocks the access to slide the bracket down and out. 

(Optional: Cut 1-2 zip ties holding that black plastic that blocks the metal bracket from coming out.)

Jiggle the heck out of the bracket to pull it downward and out. 

Remove EIS. 
Was W209 ZGW.

Use 2 generation adapter. 
Adapter says ZGW on it.
VVProg 
4th immo-Benz-
EIZ-W209-ST12 (Adapter)

Compare diagram and EIS PCB

Supply 12V to VVProg
Read
Save EIS DATA 
VVDI MB 
File key make 
Save key files 
Read write key 
Load key file 
Write 
Done.

To disable Mercedes Benz keys:

Working key ON
VVDI MB
read EIS data via OBD
Disable key 
Key ON, ok
Select slot to disable 
Next, sure? Yes",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2005 Mercedes C230 - AKL Fobik,Item,S0FDOT6914,,,,,,,,1.0,units,,,0.0,"2005 Mercedes C230 - AKL Fobik
Body is W203 for removal purposes. But EIS seems to be W209 per IM100. 

Done with IM100 OBD 
Took 122 minutes.
Maybe ensure very good WiFi to try and expedite this possibly. 

EIS removal isn’t simple and will require dissembly of radio area + bottom dashboard under the steering wheel. 

For some reason remote didn’t work. It did send a signal. 
Light on key also did not turn on the first introduction of the key to the EIS.

Car wasent in great condition, but key could also have been defective as this is the second key this week that remote was not working. 

We did add a key to try another key, same result - car started but remote didn’t work",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2005 Mercedes C230 AKL Fobik W203,Item,S0FDOT8085,,,,,,,,1.0,units,,,0.0,"2005 Mercedes C230 - Fobik. AKL. W203.
IM100 OBD.
Took 73 minutes. 

See images for fuse and ELV connections. fuse connection is tricky but easy.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_lTmVKyAuJuj1lgFqth7PLCZzQmBCE3WxgUHTrpn38e35pTQyyjRYIA==,https://lnk.sortly.co/v2/downloads/photo/v2_lCmSzUNdfwzLI2r1UqPt6mq5mzUc3o5EHRK1W2t2w7HZZzqr5o_pXw==,https://lnk.sortly.co/v2/downloads/photo/v2_fURQ9tF4POng1jX4hcJfvyXDOIVMwlNWAXJ48-b7M4cIyqatXl5WUg==,https://lnk.sortly.co/v2/downloads/photo/v2_KT2hvOTdkq04p6B4qo_8BAva2iEIjx1YIP2Ohpuz-cMLv9F-XRLyhA==,https://lnk.sortly.co/v2/downloads/photo/v2_SGstuf1EJAvuj-R_Ewqz0HgLOE6KxUpqlVxurlc_OekHv5FbbvdYzA==,https://lnk.sortly.co/v2/downloads/photo/v2_fAcpfI3irQpAVNBj3FJ62TfuVPlxIeL_SRBoH1kgrzxRm1fvRh9Oqg==,,,,
2005 Mercedes C230 AKL VVDIMB + PROG EZS Set W211 HC12,Item,S0FDOT9279,,,,,,,,1.0,units,,,0.0,"Remove EIS

VV Prog:
Provide 12V to VVProg 
Immo 
Benz
W211 HC12 Adapter
Read and save 

VV MB
File key make 
Load file 
Proceed as normal.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_eGixuV4htQs61N88l-b8bNOaod8LiUPAQyNh9NEoMcUOTtLwcF2CCQ==,https://lnk.sortly.co/v2/downloads/photo/v2_BSfyV48yF-B1RsOq8y7zWcYa8s8z2xrfKoal7G7I_BR496F7Drf6VQ==,https://lnk.sortly.co/v2/downloads/photo/v2_vPxyL94gVbAkH9fX-1oSx2K5_24pt5gsw3-fXr59MzGSUZ0ZkQZltQ==,https://lnk.sortly.co/v2/downloads/photo/v2_lJpi8SL59E8OY3SAtbdoEPBS3gzKb2ZuTc_OCwuzB03jh8uKrhA-7Q==,https://lnk.sortly.co/v2/downloads/photo/v2_kf_G25eF4uBUG3nPSyXWJY9Ase2Z3lXsSFMJtefoT4wGAHtVPUgFwA==,,,,,
2005 Mercedes C240 - AKL Fobik,Item,S0FDOT7202,,,,,,,,1.0,units,,,0.0,"2005 Mercedes C240 - AKL Fobik
Benz Fobik. IM100 OBD 
W209 / W211
Took roughly 85 minutes",,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2005 Mercedes C240 - probably W203.,Item,S0FDOT4688,,,,,,,,1.0,units,,,0.0,2005 Mercedes C240 - probably W203. Access to EIS is first cluster + screw. Free up bracket. EIS comes out from underneath.,,Data base,Mercedes Benz Smart,,,,,,,,,,,,,
2005 Mercedes C240 AKL,Item,S0FDOT10111,,,,,,,,1.0,units,,,0.0,"2005 Mercedes C240 - AKL
IM100 & VVDI MB failed OBD. 

VVDI Prog, VVDI MB, EZS set. 

EIS removal is difficult. 
Come from underneath after opening whole dashboard. 

A. remove kick panel completely. 

B. Remove light switch knob assembly - you’ll have one star head under it hidden under the the parking break release level. (No need to remove the knob).
Then pry it out while pressing both metal clips on each side. 

C. Remove all visible torx around bottom and left side of knee panel. 

D. Remove AC cover trim, lift radio vents upwards, remove 2 torx screws on each bottom corner. Then pull entire AC assembly out by splitting the TOP of it from the dash board. 

E. Slightly open the ash tray swing drawer to reveal 2 hidden torx screws above it. Remove them.

F. Pry and remove brown trim, remove radio. 

G. Pry around right side of knee panel and pull to free it up and free EIS. 

EIS reads W209, but we use W211 adapter and VVProg selection. It’s PCB printed with ST12. 

Prog:
Immo 
Benz 
W211 ST12 adapter
12V to VVDI Prog. 
Read 

Proceed as normal.",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_y9Em2lwvkgFZCIsu4rZ5711VCLFnjl_Avg2EceLWhqnOnaQG4yoPeg==,https://lnk.sortly.co/v2/downloads/photo/v2_BtR8Sour5AD4MwmapHVRFQqGIgn5ekbXiibCeEGh_AHwgHKMFldCLw==,https://lnk.sortly.co/v2/downloads/photo/v2_z2w-DyveoEP2FBZwXTcMpsrnUzGZ6ybEQo1iBYzzuP1Tza3yRP9xaw==,https://lnk.sortly.co/v2/downloads/photo/v2_v5k1pDf31_7Ifn3wJ3IQdQT3d9LmR4KakuJFkQCgqNs7GivCT1znkA==,https://lnk.sortly.co/v2/downloads/photo/v2_eZuHAcilGPG28J0IACFXm3byK2rzLiIyYaKaSt0mXzz9SSuj5f5EPw==,,,,,
2005 Mercedes CL500 - AKL Fobik,Item,S0FDOT6926,,,,,,,,1.0,units,,,0.0,"2005 Mercedes CL500 - AKL Fobik
W215. Access from underneath, must cut a bracket ideally Dremel + long extension cord. 

I cut with a grinder. Very tight space. Watch for the wires around the bracket.
Must use safety goggles for sparks. Must be done controlled and slow. 

VVDI Prog 
EIZ-W215-ST12(adapter)
Provide 12V to VVDI Prog 
Read verify & save. 

VVDI MB 
File key make
Proceed as normal",,Data base,Mercedes Benz Smart,,,,https://lnk.sortly.co/v2/downloads/photo/v2_21eg5Ym_NbxlxyQa41KurIynjC-fEG3cOn4uBfqX9EtMxShz0o7HJw==,https://lnk.sortly.co/v2/downloads/photo/v2_V5zbYsKzs56aF2I2ZrZEByF4cRLvqQ6E_CCQMNo7cvCLPYYcw_B8CQ==,https://lnk.sortly.co/v2/downloads/photo/v2_dpnmOorRfM-JI5oEIlX73YjL50g3HpBbBjD40pRXF0XYunpn5nDifg==,https://lnk.sortly.co/v2/downloads/photo/v2_P-u51XPgbccxn_7NT5jGmkBNVVefH_aUYP6nC6_UWgZhC1srXwxgYg==,https://lnk.sortly.co/v2/downloads/photo/v2_TtQ5fIC_hQNH1Y7Utx5SlnihwAAxWftWOtk3xVkBk7TfFMBXBd1jXA==,,,,,
